Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile,AIS Rank,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles
Central Bank Review,CENT BANK REV,CENTRAL BANK REPUBLIC TURKEY,1303-0701,1305-8800,ECONOMICS,ESCI,275,1.2,Q3,0.44,97.62%,349/617,2.7,Q2,1.2,0.1,325/617,Q3,47.41,0.0002,0.04655,0.414,43.5,Q3,310/575,17,100.00%,4.8,7.5,17
Economic Annals-XXI,ECON ANN-XXI,INST SOC TRANSFORMATION,1728-6220,1728-6239,ECONOMICS,ESCI,274,0.3,Q4,0.12,84.38%,552/617,0.5,Q4,0.2,<0.1,542/617,Q4,12.24,0.00018,0.04146,0.063,10.6,Q4,540/575,10,100.00%,5.1,4.3,10
TRIMESTRE ECONOMICO,TRIMEST ECON,FONDO CULTURA ECONOMICA,0041-3011,0041-3011,ECONOMICS,SSCI,272,0.5,Q4,0.09,95.92%,495/617,0.5,Q4,0.4,0.1,570/617,Q4,7.7,0.00023,0.05194,0.167,19.9,Q4,466/575,29,96.55%,10.5,10.7,28
Review of Economics and Political Science,REV ECON POLIT SCI-R,EMERALD GROUP PUBLISHING LTD,2356-9980,2631-3561,ECONOMICS,ESCI,271,2.4,Q2,1.12,97.92%,160/617,,,2.4,0.4,111/617,Q1,82.09,0.00031,0.07077,,74.1,,,33,100.00%,2.5,10.3,33
Revista de Historia Economica-Journal of Iberian and Latin American Economic History,REV HIST ECON,CAMBRIDGE UNIV PRESS,0212-6109,2041-3335,ECONOMICS,SSCI,270,0.5,Q4,1.12,31.71%,495/617,0.9,Q3,0.5,0.1,111/617,Q1,82.09,0.00054,0.1204,0.778,19.9,Q2,187/575,14,100.00%,12,16.5,14
European Journal of Economics and Economic Policies-Intervention,EUR J ECON ECON POLI,EDWARD ELGAR PUBLISHING LTD,2052-7764,2052-7772,ECONOMICS,ESCI,269,1.4,Q3,0.37,50.77%,309/617,0.9,Q3,1.1,0.8,373/617,Q3,39.63,0.00023,0.05289,0.266,50,Q3,406/575,20,100.00%,6.9,8.5,20
Margin-Journal of Applied Economic Research,MARGIN,SAGE PUBLICATIONS INDIA PVT LTD,0973-8010,0973-8029,ECONOMICS,ESCI,269,0.3,Q4,0.19,9.38%,552/617,1.3,Q3,0.3,0.1,499/617,Q4,19.21,0.00014,0.03124,0.225,10.6,Q4,436/575,9,100.00%,7.7,7.6,9
Journal of Global Economic Analysis,J GLOB ECON ANAL,CENTER GLOBAL TRADE ANALYSIS,2377-2999,2377-2999,ECONOMICS,ESCI,263,2.6,Q1,0.61,0.00%,145/617,4,Q1,2.4,<0.1,249/617,Q2,59.72,0.00049,0.111,1.661,76.6,Q1,84/575,5,100.00%,5.8,6.6,5
REVUE D ECONOMIE POLITIQUE,REV ECON POLIT,EDITIONS DALLOZ,0373-2630,2105-2883,ECONOMICS,SSCI,261,0.5,Q4,0.2,0.00%,495/617,0.5,Q4,0.5,0.1,491/617,Q4,20.5,0.00026,0.05956,0.2,19.9,Q4,447/575,20,100.00%,8.9,18.9,20
Comparative Economic Research-Central and Eastern Europe,COMP ECON RES,LODZ UNIV PRESS,1508-2008,2082-6737,ECONOMICS,ESCI,257,0.5,Q4,0.18,100.00%,495/617,0.7,Q4,0.5,0.1,508/617,Q4,17.75,0.00015,0.03379,0.108,19.9,Q4,499/575,36,100.00%,6.1,8.1,36
Foreign Trade Review,FOREIGN TRADE REV,SAGE PUBLICATIONS INDIA PVT LTD,0015-7325,0971-7625,ECONOMICS,ESCI,256,1,Q3,0.27,5.49%,391/617,1.3,Q3,0.9,0.3,453/617,Q3,26.66,0.00026,0.05876,0.239,36.7,Q3,425/575,30,100.00%,4.4,11.1,30
Macroeconomics and Finance in Emerging Market Economies,MACROECON FINANC EME,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1752-0843,1752-0851,ECONOMICS,ESCI,251,1.1,Q3,0.28,0.99%,372/617,0.9,Q3,1.1,0.4,442/617,Q3,28.44,0.00021,0.04705,0.187,39.8,Q4,453/575,37,97.30%,4.6,10.7,36
Water Economics and Policy,WATER ECON POLICY,WORLD SCIENTIFIC PUBL CO PTE LTD,2382-624X,2382-6258,ECONOMICS,SSCI,250,1.3,Q3,0.32,5.00%,332/617,1.2,Q3,1.2,0.3,412/617,Q3,33.31,0.00024,0.05419,0.241,46.3,Q3,424/575,22,90.91%,4.6,7.5,20
FinanzArchiv-European Journal of Public Finance,FINANZARCHIV,MOHR SIEBECK,0015-2218,1614-0974,ECONOMICS,SSCI,249,0.3,Q4,0.1,2.50%,552/617,0.4,Q4,0.3,0.3,559/617,Q4,9.48,0.00016,0.03634,0.295,10.6,Q3,380/575,12,100.00%,12.3,13.1,12
Indian Journal of Economics and Development,INDIAN J ECON DEV,SOC ECONOMICS & DEVELOPMENT,2277-5412,2322-0430,ECONOMICS,ESCI,249,0.2,Q4,0.06,0.00%,575/617,0.2,Q4,0.1,<0.1,591/617,Q4,4.29,0.0001,0.02227,0.025,6.9,Q4,566/575,82,95.12%,6.2,8.3,78
South East European Journal of Economics and Business,S E EUR J ECON BUS,WALTER DE GRUYTER GMBH,1840-118X,2233-1999,ECONOMICS,ESCI,244,1,Q3,0.33,98.51%,391/617,1.1,Q3,0.8,0.5,405/617,Q3,34.44,0.00013,0.02994,0.161,36.7,Q4,471/575,19,100.00%,5.8,10.8,19
Journal of International Commerce Economics and Policy,J INT COMMERCE E POL,WORLD SCIENTIFIC PUBL CO PTE LTD,1793-9933,1793-9941,ECONOMICS,ESCI,243,1.5,Q2,0.43,0.00%,293/617,1.2,Q3,1.1,0.3,332/617,Q3,46.27,0.00008,0.01907,0.122,52.6,Q4,493/575,30,100.00%,6.4,9,30
JOURNAL OF MEDIA ECONOMICS,J MEDIA ECON,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0899-7764,1532-7736,ECONOMICS,SSCI,242,1.9,Q2,0.42,17.39%,225/617,1.3,Q3,1.7,0.1,335/617,Q3,45.79,0.00008,0.01907,0.452,63.6,Q3,295/575,9,100.00%,12.8,7.7,9
B E Journal of Theoretical Economics,BE J THEOR ECON,WALTER DE GRUYTER GMBH,2194-6124,1935-1704,ECONOMICS,SSCI,242,0.5,Q4,0.14,8.06%,495/617,0.6,Q4,0.5,0.2,533/617,Q4,13.7,0.00046,0.10371,0.353,19.9,Q3,347/575,12,100.00%,9,16.8,12
Indian Economic Review,INDIAN ECON REV,SPRINGERNATURE,0019-4670,2520-1778,ECONOMICS,ESCI,239,0.6,Q4,0.17,10.75%,480/617,,,0.5,0.1,515/617,Q4,16.61,0.00027,0.06068,,22.3,,,27,100.00%,7,11.6,27
Sosyoekonomi,SOSYOEKONOMI,SOSYOEKONOMI SOC,1305-5577,1305-5577,ECONOMICS,ESCI,238,0.4,Q4,0.13,98.90%,530/617,0.4,Q4,0.3,0.1,537/617,Q4,13.05,0.00018,0.04163,0.057,14.2,Q4,547/575,85,100.00%,4,9.9,85
Economia-Journal of the Latin American and Caribbean Economic Association,ECONOMIA,LSE Press,1533-6239,1533-6239,ECONOMICS,ESCI,227,1.4,Q3,0.2,96.30%,309/617,1.1,Q3,1.3,0.3,491/617,Q4,20.5,0.00008,0.01912,0.259,50,Q3,408/575,15,100.00%,11.7,9.2,15
EGE ACADEMIC REVIEW,EGE ACAD REV,"EGE UNIV, FAC ECONOMICS & ADMIN SCIENCES",1303-099X,1303-099X,ECONOMICS,ESCI,227,0.6,Q4,0.15,0.00%,480/617,0.5,Q4,0.6,<0.1,526/617,Q4,14.83,0.00011,0.02572,0.089,22.3,Q4,516/575,38,84.21%,8,10.4,32
Journal of Australian Political Economy,J AUST POLIT ECON,AUSTRALIAN POLITICAL ECONOMY MOVEMENT,0156-5826,1839-3675,ECONOMICS,SSCI,227,0.5,Q4,0.21,0.00%,495/617,1.8,Q2,0.5,0.3,485/617,Q4,21.47,0.00052,0.11574,0.793,19.9,Q2,185/575,19,100.00%,5.6,2.4,19
Global Economy Journal,GLOB ECON J,WORLD SCIENTIFIC PUBL CO PTE LTD,2194-5659,1553-5304,ECONOMICS,ESCI,225,1,Q3,0.33,0.00%,391/617,0.7,Q4,0.9,<0.1,405/617,Q3,34.44,0.00007,0.0177,0.113,36.7,Q4,496/575,5,80.00%,10.3,9.7,4
Economics and Business Review,ECON BUS REV-POL,SCIENDO,2392-1641,2450-0097,ECONOMICS,ESCI,220,1.6,Q2,0.41,96.55%,276/617,1.3,Q3,1.5,0.3,343/617,Q3,44.49,0.0002,0.04542,0.205,55.3,Q4,445/575,32,100.00%,3.6,6.5,32
Review of Regional Research-Jahrbuch fur Regionalwissenschaft,REV REG RES,SPRINGER HEIDELBERG,0173-7600,1613-9836,ECONOMICS,ESCI,220,1.5,Q2,0.51,68.89%,293/617,1.9,Q2,1.4,0.8,293/617,Q2,52.59,0.00024,0.05522,0.532,52.6,Q2,270/575,17,100.00%,4.9,7.8,17
Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics,ZB RAD EKON FAK RIJE,"UNIV RIJEKA, FAC ECOMOMICS",1331-8004,1846-7520,ECONOMICS,ESCI,220,0.7,Q3,0.19,96.49%,460/617,0.9,Q3,0.7,<0.1,499/617,Q4,19.21,0.00012,0.02777,0.141,25.5,Q4,482/575,19,94.74%,6.2,7.8,18
Hacienda Publica Espanola-Review of Public Economics,HACIENDA PUBLICA ESP,INST ESTUDIOS FISCALES,0210-1173,2386-4176,ECONOMICS,SSCI,219,0.5,Q4,0.18,97.01%,495/617,0.7,Q4,0.4,0.2,508/617,Q4,17.75,0.00013,0.03039,0.16,19.9,Q4,473/575,24,100.00%,8.2,11.5,24
Journal of Chinese Economic and Foreign Trade Studies,J CHIN ECON FOREIGN,EMERALD GROUP PUBLISHING LTD,1754-4408,1754-4416,ECONOMICS,ESCI,217,1.6,Q2,0.5,2.38%,276/617,1.6,Q3,1.6,0.4,296/617,Q2,52.11,0.00012,0.02833,0.237,55.3,Q3,429/575,14,100.00%,5,6.4,14
Review of Derivatives Research,REV DERIV RES,SPRINGER,1380-6645,1573-7144,ECONOMICS,SSCI,217,0.9,Q3,0.27,57.14%,421/617,0.8,Q4,0.9,0.4,453/617,Q3,26.66,0.00014,0.03122,0.329,31.8,Q3,362/575,8,100.00%,14.9,14.9,8
Journal of Southeast Asian Economies,J SOUTHEAST ASIAN EC,INST SOUTHEAST ASIAN STUDIES-ISEAS,2339-5095,2339-5206,ECONOMICS,ESCI,214,0.8,Q3,0.27,0.00%,442/617,1,Q3,0.8,0.1,453/617,Q3,26.66,0.00019,0.04242,0.257,28.4,Q3,409/575,15,100.00%,6.4,5.9,15
Investigacion Economica,INVEST ECON-MEX,"UNIV NACIONAL AUTONOMA MEXICO, FAC ECONOMIA",0185-1667,,ECONOMICS,SSCI,213,0.6,Q4,0.22,97.33%,480/617,0.7,Q4,0.5,0.1,481/617,Q4,22.12,0.00015,0.03537,0.185,22.3,Q4,456/575,28,100.00%,8.1,13.6,28
EKONOMICKY CASOPIS,EKON CAS,INST ECONOMICS RESEARCH SAS & INST FORECASTING CSPS SAS,0013-3035,0013-3035,ECONOMICS,SSCI,213,0.6,Q4,0.15,98.81%,480/617,0.4,Q4,0.6,<0.1,526/617,Q4,14.83,0.00012,0.02817,0.073,22.3,Q4,531/575,19,100.00%,6.4,10.3,19
PSL Quarterly Review,PSL Q REV,ASSOC PAOLO SYLOS LABINI,2037-3635,2037-3643,ECONOMICS,ESCI,211,0.8,Q3,0.29,0.00%,442/617,0.7,Q4,0.7,0.4,434/617,Q3,29.74,0.00021,0.04759,0.294,28.4,Q3,382/575,28,85.71%,7.9,12.3,24
Economics of Transition and Institutional Change,ECON TRANSIT I CHANG,WILEY,2577-6975,2577-6983,ECONOMICS,SSCI,209,1.3,Q3,0.38,15.04%,332/617,1.3,Q3,1.3,0.3,366/617,Q3,40.76,0.0004,0.09111,0.339,46.3,Q3,358/575,40,100.00%,2.8,11.7,40
Organizations and Markets in Emerging Economies,ORGAN MARKET EMERG E,VILNIUS UNIV,2029-4581,2345-0037,ECONOMICS,ESCI,209,1,Q3,0.28,93.24%,391/617,1.2,Q3,0.8,0.3,442/617,Q3,28.44,0.00015,0.03554,0.164,36.7,Q4,468/575,18,100.00%,4.3,6.7,18
Agricultural and Resource Economics-International Scientific E-Journal,AGR RESOUR EC INT SC,INST EASTERN EUROPEAN RESEARCH & CONSULTING,2414-584X,2414-584X,ECONOMICS,ESCI,205,1.1,Q3,0.47,92.41%,372/617,0.8,Q4,0.9,0.2,307/617,Q2,50.32,0.00016,0.03754,0.093,39.8,Q4,512/575,47,100.00%,2.7,5.2,47
Scientific Annals of Economics and Business,SCI ANN ECON BUS,ALEXANDRU IOAN CUZA UNIV IASI FAC ECONOMICS & BUSINESS ADM,2501-1960,2501-3165,ECONOMICS,ESCI,205,0.8,Q3,0.33,97.98%,442/617,0.8,Q4,0.7,0.2,405/617,Q3,34.44,0.00013,0.03078,0.098,28.4,Q4,507/575,30,100.00%,4.1,5.9,30
Terra Economicus,TERRA ECON,SOUTHERN FEDERAL UNIV,2073-6606,2073-6606,ECONOMICS,ESCI,204,0.9,Q3,0.29,99.07%,421/617,0.7,Q4,0.7,0.2,434/617,Q3,29.74,0.00034,0.07747,0.242,31.8,Q3,422/575,37,100.00%,4.2,7.5,37
Revista de Historia Industrial,REV HIST INDUST,"UNIV BARCELONA, DEPT HISTORIA, INST ECONOMIQUES",1132-7200,2385-3247,ECONOMICS,SSCI,201,0.5,Q4,0.55,95.35%,495/617,0.4,Q4,0.4,0.3,272/617,Q2,56,0.00018,0.04151,0.328,19.9,Q3,363/575,15,100.00%,10.2,15.1,15
AUSTRALIAN ECONOMIC HISTORY REVIEW,AUST ECON HIST REV,WILEY,0004-8992,1467-8446,ECONOMICS,SSCI,196,1.3,Q3,0.6,33.33%,332/617,0.9,Q3,1.3,,255/617,Q2,58.75,0.00018,0.04125,0.378,46.3,Q3,334/575,0,,11.1,,0
Economics and Business Letters,ECON BUS LETT,UNIV OVIEDO,2254-4380,2254-4380,ECONOMICS,ESCI,196,0.7,Q3,0.27,82.89%,460/617,0.8,Q4,0.6,0.2,453/617,Q3,26.66,0.00018,0.04033,0.141,25.5,Q4,482/575,20,100.00%,4.1,9.8,20
Custos e Agronegocio On Line,CUST AGRONEGOCIO,"UNIV FED RURAL PERNAMBUCO, DEPT ADMINISTRACAO",1808-2882,1808-2882,ECONOMICS,SSCI,196,0.1,Q4,0.07,0.00%,601/617,0.2,Q4,0.1,<0.1,587/617,Q4,4.94,0.00013,0.02896,0.034,2.7,Q4,563/575,12,100.00%,5.7,9.7,12
China Economic Quarterly International,CHINA ECON Q INT,KEAI PUBLISHING LTD,2666-9331,2666-9331,ECONOMICS,ESCI,194,2.7,Q1,0.82,95.52%,139/617,2.6,Q2,2.6,0.3,165/617,Q2,73.34,0.00031,0.07062,0.55,77.6,Q2,259/575,20,100.00%,2.4,7.6,20
Asian-Pacific Economic Literature,ASIAN-PAC ECON LIT,WILEY,0818-9935,1467-8411,ECONOMICS,SSCI,193,0.9,Q3,0.25,11.67%,421/617,0.9,Q3,0.7,0.1,463/617,Q4,25.04,0.0001,0.02395,0.172,31.8,Q4,462/575,33,100.00%,7.4,7.8,33
International Productivity Monitor,INT PRODUCT MONIT,CENTRE STUDY LIVING STANDARDS,1492-9759,1492-9767,ECONOMICS,ESCI,193,0.4,Q4,0.11,0.00%,530/617,0.9,Q3,0.4,0.3,549/617,Q4,11.1,0.00023,0.05313,0.414,14.2,Q3,310/575,11,100.00%,7.4,4.2,11
New Zealand Economic Papers,NEW ZEAL ECON PAP,TAYLOR & FRANCIS LTD,0077-9954,1943-4863,ECONOMICS,ESCI,188,0.7,Q3,0.37,30.77%,460/617,,,0.7,0.4,373/617,Q3,39.63,0.00016,0.03604,,25.5,,,31,100.00%,5.7,9,31
Review of Economic Design,REV ECON DES,SPRINGER HEIDELBERG,1434-4742,1434-4750,ECONOMICS,SSCI,188,0.5,Q4,0.16,27.66%,495/617,0.5,Q4,0.5,0.8,520/617,Q4,15.8,0.00042,0.09419,0.443,19.9,Q3,300/575,28,100.00%,9.4,7.6,28
Economic and Social Changes-Facts Trends Forecast,ECON SOC CHANG,INST SOCIO-ECONOMIC DEVELOPMENT TERRITORIES RUSSIAN ACAD SCIENCES-ISEDT RAS,2307-0331,2312-9824,ECONOMICS,ESCI,188,0.3,Q4,0.13,99.20%,552/617,0.3,Q4,0.2,0.1,537/617,Q4,13.05,0.00028,0.06295,0.083,10.6,Q4,522/575,77,100.00%,4.3,5.4,77
Zagreb International Review of Economics & Business,ZAGREB INT REV ECON,WALTER DE GRUYTER GMBH,1331-5609,1849-1162,ECONOMICS,ESCI,187,0.5,Q4,0.13,77.92%,495/617,0.5,Q4,0.4,<0.1,537/617,Q4,13.05,0.00006,0.01393,0.067,19.9,Q4,535/575,31,100.00%,6.4,11.3,31
Cuadernos de Economia,CUAD ECON-BOGOTA,"UNIV NAC COLOMBIA, FAC CIENCIAS ECONOMICAS, CUADERNOS ECONOMIA",0121-4772,2248-4337,ECONOMICS,ESCI,185,0.1,Q4,0.03,37.17%,601/617,0.3,Q4,0.1,0.2,605/617,Q4,2.03,0.00012,0.02675,0.091,2.7,Q4,513/575,51,96.08%,9.2,6.1,49
International Journal of Economic Sciences,INT J ECON SCI,Scientific Oasis Publisher,1804-9796,1804-9796,ECONOMICS,ESCI,184,2.4,Q2,0.7,2.08%,160/617,1.1,Q3,2.2,0.4,212/617,Q2,65.72,0.00011,0.02661,0.166,74.1,Q4,467/575,14,85.71%,3.8,4.8,12
Review of Behavioral Economics,REV BEHAV ECON,NOW PUBLISHERS INC,2326-6198,2326-6201,ECONOMICS,ESCI,184,0.5,Q4,0.21,0.00%,495/617,0.5,Q4,0.4,0.2,485/617,Q4,21.47,0.00014,0.03279,0.239,19.9,Q3,425/575,22,95.45%,6.8,11.5,21
Basic Income Studies,BASIC INCOME STUD,WALTER DE GRUYTER GMBH,2194-6094,1932-0183,ECONOMICS,ESCI,180,1.6,Q2,0.37,19.35%,276/617,1.7,Q2,1.4,0.5,373/617,Q3,39.63,0.00023,0.05214,0.674,55.3,Q2,210/575,15,100.00%,6.2,7,15
International Journal of Economic Theory,INT J ECON THEORY,WILEY,1742-7355,1742-7363,ECONOMICS,SSCI,179,0.7,Q3,0.21,20.55%,460/617,0.6,Q4,0.6,0.2,485/617,Q4,21.47,0.0002,0.04479,0.162,25.5,Q4,469/575,24,100.00%,5.7,14.5,24
African Review of Economics and Finance-AREF,AFR REV ECON FINANC,PORTHOLOGOS PRESS,2042-1478,2410-4906,ECONOMICS,ESCI,179,0.4,Q4,0.17,0.00%,530/617,0.6,Q4,0.4,<0.1,515/617,Q4,16.61,0.00007,0.01735,0.098,14.2,Q4,507/575,24,95.83%,7.9,11.4,23
Econ Journal Watch,ECON J WATCH,INST SPONTANEOUS ORDER ECONOMICS,1933-527X,1933-527X,ECONOMICS,SSCI,175,0.6,Q4,0.17,0.00%,480/617,0.5,Q4,0.4,0.2,515/617,Q4,16.61,0.0001,0.02408,0.199,22.3,Q4,449/575,17,94.12%,11.8,14,16
International Journal of Transport Economics,INT J TRANSP ECON,FABRIZIO SERRA EDITORE,0391-8440,,ECONOMICS,SSCI,175,0.5,Q4,0.12,0.00%,495/617,0.4,Q4,0.5,<0.1,542/617,Q4,12.24,0.00006,0.01367,0.09,19.9,Q4,514/575,9,100.00%,9,8.1,9
Environmental Economics,ENVIRON ECON,LLC CPC BUSINESS PERSPECTIVES,1998-6041,1998-605X,ECONOMICS,ESCI,173,1.3,Q3,0.37,100.00%,332/617,,,1,0.4,373/617,Q3,39.63,0.00006,0.01511,,46.3,,,32,96.88%,5.9,4.9,31
Applied Economic Analysis,APPL ECON ANAL,EMERALD GROUP PUBLISHING LTD,2632-7627,2632-7627,ECONOMICS,SSCI,172,2.5,Q1,0.78,100.00%,153/617,2.5,Q2,2.5,0.5,187/617,Q2,69.77,0.00024,0.05502,0.474,75.3,Q3,289/575,17,100.00%,3.2,10.8,17
International Review,INT REV,FAC BUSINESS ECONOMICS & ENTREPRENEURSHIP,2217-9739,2217-9739,ECONOMICS,ESCI,170,0.6,Q4,0.11,99.14%,480/617,0.6,Q4,0.4,<0.1,549/617,Q4,11.1,0.00017,0.03842,0.123,22.3,Q4,492/575,44,63.64%,4.7,7.3,28
Latin American Business Review,LAT AM BUS REV,TAYLOR & FRANCIS LTD,1097-8526,1528-6932,ECONOMICS,ESCI,169,0.7,Q3,0.3,0.00%,460/617,,,0.7,0.1,422/617,Q3,31.69,0.0001,0.02411,,25.5,,,12,100.00%,6.6,10.3,12
Oeconomia-History Methodology Philosophy,OECONOMIA,ASSOC OECONOMIA,2113-5207,2269-8450,ECONOMICS,ESCI,168,0.5,Q4,0.14,64.77%,495/617,0.5,Q4,0.5,0.3,533/617,Q4,13.7,0.00028,0.06434,0.281,19.9,Q3,392/575,27,96.30%,7.1,20.9,26
International Journal of Economics Management and Accounting,INT J ECON MANAG ACC,IIUM PRESS,1394-7680,1394-7680,ECONOMICS,ESCI,162,0.3,Q4,0.12,0.00%,552/617,0.6,Q4,0.2,0.2,542/617,Q4,12.24,0.00004,0.01015,0.057,10.6,Q4,547/575,20,95.00%,6.9,9,19
Croatian Operational Research Review,CROAT OPER RES REV,CROATIAN OPERATIONAL RESEARCH SOC,1848-0225,1848-9931,ECONOMICS,ESCI,160,0.4,Q4,0.17,97.56%,530/617,0.7,Q4,0.3,0.3,515/617,Q4,16.61,0.00008,0.01898,0.108,14.2,Q4,499/575,8,100.00%,7.2,8.9,8
Latin American Journal of Central Banking,LAT AM J CENT BANK,ELSEVIER,2666-1438,2666-1438,ECONOMICS,ESCI,158,1.3,Q3,0.32,97.50%,332/617,1.5,Q3,1.2,0.7,412/617,Q3,33.31,0.00025,0.05642,0.353,46.3,Q3,347/575,29,100.00%,2.7,8.1,29
Journal of the British Blockchain Association,J BRIT BLOCKCHAIN AS,BRITISH BLOCKCHAIN ASSOC,2516-3957,2516-3957,ECONOMICS,ESCI,155,2,Q2,0.43,84.62%,212/617,1.5,Q3,2,1.4,332/617,Q3,46.27,0.00014,0.03196,0.293,65.7,Q3,385/575,5,80.00%,4.7,4.8,4
Retos-Revista de Ciencias de la Administracion y Economia,RETOS-REV CIENC ADM,UNIV POLITECNICA SALESIANA ECUADOR-SALESIAN POLYTECNIC UNIV,1390-6291,1390-8618,ECONOMICS,ESCI,155,1.6,Q2,0.35,98.33%,276/617,1.3,Q3,1.2,0.1,393/617,Q3,36.39,0.00017,0.03829,0.218,55.3,Q4,438/575,20,100.00%,3.7,4.8,20
Malaysian Journal of Economic Studies,MALAYS J ECON STUD,PERSATUAN EKONOMI MALAYSIA,1511-4554,1511-4554,ECONOMICS,ESCI,155,0.6,Q4,0.16,0.00%,480/617,0.8,Q4,0.6,1.3,520/617,Q4,15.8,0.00005,0.01327,0.098,22.3,Q4,507/575,20,100.00%,5.4,11.6,20
Aestimum,AESTIMUM,FIRENZE UNIV PRESS,1592-6117,1724-2118,ECONOMICS,ESCI,152,2.2,Q2,0.47,100.00%,189/617,1.5,Q3,2.1,0.1,307/617,Q2,50.32,0.00011,0.02523,0.239,69.4,Q3,425/575,10,100.00%,4.9,6.5,10
Evolutionary and Institutional Economics Review,EVOL INST ECON REV,SPRINGER HEIDELBERG,1349-4961,2188-2096,ECONOMICS,ESCI,151,0.5,Q4,0.18,25.49%,495/617,0.5,Q4,0.2,0.7,508/617,Q4,17.75,0.00008,0.01988,0.087,19.9,Q4,520/575,16,100.00%,5.7,16,16
Data Science in Finance and Economics,DATA SCI FINANC ECON,AMER INST MATHEMATICAL SCIENCES-AIMS,2769-2140,2769-2140,ECONOMICS,ESCI,148,2.2,Q2,0.61,100.00%,189/617,2,Q2,2.1,0.5,249/617,Q2,59.72,0.00013,0.03015,0.256,69.4,Q3,411/575,26,100.00%,1.8,6.6,26
Geneva Risk and Insurance Review,GENEVA RISK INS REV,PALGRAVE MACMILLAN LTD,1554-964X,1554-9658,ECONOMICS,SSCI,148,1,Q3,0.28,33.33%,391/617,1.3,Q3,0.7,0.2,442/617,Q3,28.44,0.00013,0.03044,0.34,36.7,Q3,356/575,13,100.00%,7.5,11.2,13
Review of Economic Perspectives,REV ECON PERSPECT,SCIENDO,1213-2446,1804-1663,ECONOMICS,ESCI,148,0.8,Q3,0.15,100.00%,442/617,0.9,Q3,0.8,<0.1,526/617,Q4,14.83,0.00009,0.02063,0.132,28.4,Q4,487/575,5,100.00%,5.7,10.4,5
Economic Issues,ECON ISS,ECONOMIC ISSUES EDUCATION FUND,1363-7029,1363-7029,ECONOMICS,ESCI,146,1.7,Q2,0.1,0.00%,260/617,1.4,Q3,1.7,0.1,559/617,Q4,9.48,0.00008,0.01812,0.279,57.9,Q3,394/575,9,100.00%,8.5,12,9
Scientific Papers of the University of Pardubice-Series D-Faculty of Economics and Administration,SCI PAP U PARD-SER D,"Univ Pardubice, Fac Economics Adm",1211-555X,1804-8048,ECONOMICS,ESCI,145,1.1,Q3,0.28,97.75%,372/617,,,0.7,0.4,442/617,Q3,28.44,0.00012,0.02743,,39.8,,,33,81.82%,2.9,4.8,27
National Accounting Review,NATL ACCOUNT REV,AMER INST MATHEMATICAL SCIENCES-AIMS,2689-3010,2689-3010,ECONOMICS,ESCI,144,1.8,Q2,0.55,98.63%,234/617,1.4,Q3,1.7,0.3,272/617,Q2,56,0.00015,0.03488,0.2,62.2,Q4,447/575,27,100.00%,2.7,8.5,27
Eskisehir Osmangazi Universitesi IIBF Dergisi-Eskisehir Osmangazi University Journal of Economics and Administrative Sciences,ESKISEH OSMAN UNIV I,"ESKISEHIR OSMANGAZI UNIV, FAC EDUCATION",1306-6730,1306-6730,ECONOMICS,ESCI,142,0.3,Q4,0.11,88.89%,552/617,0.3,Q4,0.3,0.1,549/617,Q4,11.1,0.00006,0.01535,0.036,10.6,Q4,562/575,45,100.00%,5.8,11.7,45
Investigaciones de Historia Economica,INVESTIG HIST ECON,ASOC ESPANOLA HISTORIA ECONOMICA,1698-6989,2340-3373,ECONOMICS,ESCI,141,0.3,Q4,0.67,85.71%,552/617,0.4,Q4,0.3,<0.1,221/617,Q2,64.26,0.00016,0.03579,0.206,10.6,Q4,444/575,9,100.00%,9.3,19,9
Zhurnal Novaya Ekonomicheskaya Assotsiatsiya-Journal of the New Economic Association,ZH NOVAYA EKON ASSOT,CONSAS CONFERENCE,2221-2264,2221-2264,ECONOMICS,ESCI,140,0.3,Q4,0.11,98.32%,552/617,0.3,Q4,0.3,0.1,549/617,Q4,11.1,0.00013,0.02965,0.064,10.6,Q4,538/575,60,100.00%,4.6,8.2,60
Revue d Economie Regionale et Urbaine,REV ECON REG URBAINE,ARMAND COLIN,0180-7307,2107-0865,ECONOMICS,ESCI,140,0.2,Q4,0.03,0.00%,575/617,0.3,Q4,0.2,<0.1,605/617,Q4,2.03,0.00007,0.01672,0.063,6.9,Q4,540/575,27,92.59%,7.7,9.3,25
World Review of Political Economy,WORLD REV POLIT ECON,PLUTO JOURNALS,2042-891X,2042-8928,ECONOMICS,ESCI,139,0.5,Q4,0.14,80.60%,495/617,0.5,Q4,0.5,0.2,533/617,Q4,13.7,0.00015,0.03382,0.17,19.9,Q4,463/575,19,94.74%,7,10.7,18
